BARCAŚ	(.|#|)bartsaS(.|#|)
PÓLAGNJONEGO	(.|#|)pUlagnjOnEgO(.|#|)
PÓLAGNUŚ	(.|#|)pUlagnuS(.|#|)
PÓLAK	(.|#|)pUlak(.|#|)
PÓLANJE	(.|#|)pUlan(j|)E(.|#|)
PÓLAT	(.|#|)pUlat(.|#|)
PÓLAZOWAŚ	(.|#|)pUlazOwaS(.|#|)
PÓLAZOWAŚ	(.|#|)pUlazowaS(.|#|)
PÓLAŚ	(.|#|)pUlaS(.|#|)
PÓLAŚE	(.|#|)pUlaSE(.|#|)
PÓLAŽAŚ	(.|#|)pUlaZaS(.|#|)
PÓLAŽCENJE	(.|#|)pUlaZtsEn(j|)E(.|#|)
PÓLAŽCYJOMEJ	(.|#|)pUlaZts1jOmej(.|#|)
PÓLAŽCYT	(.|#|)pUlaZts1t(.|#|)
PÓLAŽCYŚ	(.|#|)pUlaZts1S(.|#|)
PÓLAŽKEJE	(.|#|)pUlaSkejE(.|#|)
PÓLAŽKOWAŚ	(.|#|)pUlaSkOwaS(.|#|)
PÓLAŽKOWAŚ	(.|#|)pUlaSkowaS(.|#|)
PÓLCE	(.|#|)pUltsE(.|#|)
PÓLEBABJE	(.|#|)pUlEbab(j|)E(.|#|)
PÓLEJ	(.|#|)pUlej(.|#|)
PÓLEJOŚO	(.|#|)pUlejOSO(.|#|)
PÓLEWANIŠĆA	(.|#|)pUlEwaniStSa(.|#|)
PÓLEWANJE	(.|#|)pUlEwan(j|)E(.|#|)
PÓLEWANKA	(.|#|)pUlEwanka(.|#|)
PÓLEWAŃC	(.|#|)pUlEwajnts(.|#|)
PÓLEWAŚ	(.|#|)pUlEwaS(.|#|)
PÓLEŚONEMU	(.|#|)pUlESOnEmu(.|#|)
PÓLICA	(.|#|)pUlitsa(.|#|)
PÓLINA	(.|#|)pUlina(.|#|)
PÓLIPOWAŚ	(.|#|)pUlipOwaS(.|#|)
PÓLIPOWAŚ	(.|#|)pUlipowaS(.|#|)
PÓLIPTEJ	(.|#|)pUliptej(.|#|)
PÓLIZAŚ	(.|#|)pUlizaS(.|#|)
PÓLIZOWACHMEJ	(.|#|)pUlizOwaxmej(.|#|)
PÓLIZOWACHMEJ	(.|#|)pUlizowaxmej(.|#|)
PÓLIZOWAŚ	(.|#|)pUlizOwaS(.|#|)
PÓLIZOWAŚ	(.|#|)pUlizowaS(.|#|)
PÓLIŽOMY	(.|#|)pUliZOm1(.|#|)
PÓLIŽOMY	(.|#|)pUliZOmU(.|#|)
PÓLKA	(.|#|)pUlka(.|#|)
PÓLKOW	(.|#|)pUlkO(.|#|)
PÓLKOW	(.|#|)pUlko(.|#|)
PÓLNY	(.|#|)pUln1(.|#|)
PÓLNYMI	(.|#|)pUln1mi(.|#|)
PÓLO	(.|#|)pUlO(.|#|)
PÓLODK	(.|#|)pUlOtk(.|#|)
PÓLODKOWYCH	(.|#|)pUlOtkOw1x(.|#|)
PÓLODKOWYCH	(.|#|)pUlOtkow1x(.|#|)
PÓLODNICA	(.|#|)pUlOdnitsa(.|#|)
PÓLODNIŁA	(.|#|)pUlOdniwa(.|#|)
PÓLODNJA	(.|#|)pUlOdnja(.|#|)
PÓLODŃ	(.|#|)pUlOdjn(.|#|)
PÓLODŃŚO	(.|#|)pUlOdjnSO(.|#|)
PÓLOGROWAŠĆO	(.|#|)pUlOgrOwaStSO(.|#|)
PÓLOGROWAŠĆO	(.|#|)pUlOgrowaStSO(.|#|)
PÓLOŠERE	(.|#|)pUlOSErE(.|#|)
PÓLOŠERY	(.|#|)pUlOSEr1(.|#|)
PÓLOŹAM	(.|#|)pUlOZam(.|#|)
PÓLOŹOW	(.|#|)pUlOZO(.|#|)
PÓLOŹOW	(.|#|)pUlOZo(.|#|)
PÓLOŹU	(.|#|)pUlOZu(.|#|)
PÓLSKA	(.|#|)pUlska(.|#|)
PÓLUBJOWANE	(.|#|)pUlubjOwanE(.|#|)
PÓLUBJOWANE	(.|#|)pUlubjowanE(.|#|)
PÓLUBOWAŚ	(.|#|)pUlubOwaS(.|#|)
PÓLUBOWAŚ	(.|#|)pUlubowaS(.|#|)
PÓLUDNIŠĆO	(.|#|)pUludniStSO(.|#|)
PÓLUDŃ	(.|#|)pUludjn(.|#|)
PÓLUDŃMEJ	(.|#|)pUludjnmej(.|#|)
PÓLUDŃTEJ	(.|#|)pUludjntej(.|#|)
PÓLUDŃŚO	(.|#|)pUludjnSO(.|#|)
PÓLULANYMI	(.|#|)pUlulan1mi(.|#|)
PÓLĚBGOŹICH	(.|#|)pUljibgOZix(.|#|)
PÓLĚBGOŹICH	(.|#|)pUljibgOZiC(.|#|)
PÓLĚCAMY	(.|#|)pUljitsam1(.|#|)
PÓLĚCAMY	(.|#|)pUljitsamU(.|#|)
PÓLĚCARJACH	(.|#|)pUljitsarjax(.|#|)
PÓLĚCAŔ	(.|#|)pUljitsar(.|#|)
PÓLĚCAŚ	(.|#|)pUljitsaS(.|#|)
PÓLĚCAŠĆO	(.|#|)pUljitsaStSO(.|#|)
PÓLĚCENJACH	(.|#|)pUljitsEnjax(.|#|)
PÓLĚGAJUCY	(.|#|)pUljigajuts1(.|#|)
PÓLĚPKA	(.|#|)pUljipka(.|#|)
PÓLĚPŠABNEJ	(.|#|)pUljipSabnej(.|#|)
PÓLĚPŠABNY	(.|#|)pUljipSabn1(.|#|)
PÓLĚPŠACHU	(.|#|)pUljipSaxu(.|#|)
PÓLĚPŠALI	(.|#|)pUljipSali(.|#|)
PÓLĚPŠARNJA	(.|#|)pUljipSarnja(.|#|)
PÓLĚPŠARNJAM	(.|#|)pUljipSarnjam(.|#|)
PÓLĚPŠAŔNJAM	(.|#|)pUljipSarnjam(.|#|)
PÓLĚPŠAŚ	(.|#|)pUljipSaS(.|#|)
PÓLĚPŠONYMI	(.|#|)pUljipSOn1mi(.|#|)
PÓLĚPŠOTA	(.|#|)pUljipSOta(.|#|)
PÓLĚPŠOTU	(.|#|)pUljipSOtu(.|#|)
PÓLĚPŠOWANJE	(.|#|)pUljipSOwan(j|)E(.|#|)
PÓLĚPŠOWANJE	(.|#|)pUljipSowan(j|)E(.|#|)
PÓLĚPŠOWAŚ	(.|#|)pUljipSOwaS(.|#|)
PÓLĚPŠOWAŚ	(.|#|)pUljipSowaS(.|#|)
PÓLĚPŠOŚE	(.|#|)pUljipSOSE(.|#|)
PÓLĚPŠUNGI	(.|#|)pUljipSungi(.|#|)
PÓLĚPŠUNZE	(.|#|)pUljipSunzE(.|#|)
PÓLĚPŠYLI	(.|#|)pUljipS1li(.|#|)
PÓLĚPŠYT	(.|#|)pUljipS1t(.|#|)
PÓLĚPŠYŚ	(.|#|)pUljipS1S(.|#|)
PÓLŠĆINA	(.|#|)pUlStSina(.|#|)
PÓLŠĆINJE	(.|#|)pUlStSin(j|)E(.|#|)
PÓMACAJOMY	(.|#|)pUmatsajOm1(.|#|)
PÓMACAJOMY	(.|#|)pUmatsajOmU(.|#|)
PÓMACAŚ	(.|#|)pUmatsaS(.|#|)
PÓMALEJ	(.|#|)pUmalej(.|#|)
PÓMARZNJOMY	(.|#|)pUmarznjOm1(.|#|)
PÓMARZNJOMY	(.|#|)pUmarznjOmU(.|#|)
PÓMARZNJONY	(.|#|)pUmarznjOn1(.|#|)
PÓMARZUJUCEM	(.|#|)pUmarzujutsEm(.|#|)
PÓMAZAŃCA	(.|#|)pUmazajntsa(.|#|)
PÓMAZAŚ	(.|#|)pUmazaS(.|#|)
PÓMAZAŠTEJ	(.|#|)pUmazaStej(.|#|)
PÓMAZOWAŚ	(.|#|)pUmazOwaS(.|#|)
PÓMAZOWAŚ	(.|#|)pUmazowaS(.|#|)
PÓMAŁEM	(.|#|)pUmawEm(.|#|)
PÓMAŁKNA	(.|#|)pUmawkna(.|#|)
PÓMAŁKNEGO	(.|#|)pUmawknEgO(.|#|)
PÓMAŁKNY	(.|#|)pUmawkn1(.|#|)
PÓMAŁKNYMI	(.|#|)pUmawkn1mi(.|#|)
PÓMAŁKOSĆ	(.|#|)pUmawkOstS(.|#|)
PÓMAŁKOSĆ	(.|#|)pUmawkOStS(.|#|)
PÓMAŁOSĆ	(.|#|)pUmawOstS(.|#|)
PÓMAŁOSĆ	(.|#|)pUmawOStS(.|#|)
PÓMAŁY	(.|#|)pUmaw1(.|#|)
PÓMAŁČEJ	(.|#|)pUmawtSej(.|#|)
PÓMAŁŠEM	(.|#|)pUmawSEm(.|#|)
PÓMAŽOMY	(.|#|)pUmaZOm1(.|#|)
PÓMAŽOMY	(.|#|)pUmaZOmU(.|#|)
PÓMEBLĚROWANY	(.|#|)pUmEbljirOwan1(.|#|)
PÓMEBLĚROWANY	(.|#|)pUmEbljirowan1(.|#|)
PÓMIKOCTEJ	(.|#|)pUmikOtstej(.|#|)
PÓMINJONEM	(.|#|)pUminjOnEm(.|#|)
PÓMJASĆ	(.|#|)pUmjastS(.|#|)
PÓMJATANJE	(.|#|)pUmjatan(j|)E(.|#|)
PÓMJATAŚ	(.|#|)pUmjataS(.|#|)
PÓMJELCATY	(.|#|)pUmjEltsat1(.|#|)
PÓMJELCAŚ	(.|#|)pUmjEltsaS(.|#|)
PÓMJELCAŠĆO	(.|#|)pUmjEltsaStSO(.|#|)
PÓMJELCNEJ	(.|#|)pUmjEltsnej(.|#|)
PÓMJELCNY	(.|#|)pUmjEltsn1(.|#|)
PÓMJENAŚ	(.|#|)pUmjEnaS(.|#|)
PÓMJEŃŠENJE	(.|#|)pUmjEjnSEn(j|)E(.|#|)
PÓMJEŃŠENJE	(.|#|)pUmjenSEn(j|)E(.|#|)
PÓMJEŃŠEŃKA	(.|#|)pUmjEjnSEjnka(.|#|)
PÓMJEŃŠEŃKA	(.|#|)pUmjenSenka(.|#|)
PÓMJEŃŠMEJ	(.|#|)pUmjEjnSmej(.|#|)
PÓMJEŃŠMEJ	(.|#|)pUmjenSmej(.|#|)
PÓMJEŃŠMY	(.|#|)pUmjEjnSm1(.|#|)
PÓMJEŃŠMY	(.|#|)pUmjenSmU(.|#|)
PÓMJEŃŠONKA	(.|#|)pUmjEjnSOnka(.|#|)
PÓMJEŃŠONKA	(.|#|)pUmjenSOnka(.|#|)
PÓMJEŃŠONYCH	(.|#|)pUmjEjnSOn1x(.|#|)
PÓMJEŃŠONYCH	(.|#|)pUmjenSOn1x(.|#|)
PÓMJEŃŠOWANJE	(.|#|)pUmjEjnSOwan(j|)E(.|#|)
PÓMJEŃŠOWANJE	(.|#|)pUmjenSowan(j|)E(.|#|)
PÓMJEŃŠOWAŚ	(.|#|)pUmjEjnSOwaS(.|#|)
PÓMJEŃŠOWAŚ	(.|#|)pUmjenSowaS(.|#|)
PÓMJEŃŠYŚ	(.|#|)pUmjEjnS1S(.|#|)
PÓMJEŃŠYŚ	(.|#|)pUmjenS1S(.|#|)
PÓMJEŚEŠĆO	(.|#|)pUmjESEStSO(.|#|)
PÓMJEŚOM	(.|#|)pUmjESOm(.|#|)
PÓMJODK	(.|#|)pUmjOtk(.|#|)
PÓMJODKAM	(.|#|)pUmjOtkam(.|#|)
PÓMLASKAJOMY	(.|#|)pUmlaskajOm1(.|#|)
PÓMLASKAJOMY	(.|#|)pUmlaskajOmU(.|#|)
PÓMOKUJUCEJE	(.|#|)pUmOkujutsejE(.|#|)
PÓMROCYŚ	(.|#|)pUmrOts1S(.|#|)
PÓMROKOTNOSĆ	(.|#|)pUmrOkOtnOstS(.|#|)
PÓMROKOTNOSĆ	(.|#|)pUmrOkOtnOStS(.|#|)
PÓMROKOTNOSĆU	(.|#|)pUmrOkOtnOstSu(.|#|)
PÓMROKOTNOSĆU	(.|#|)pUmrOkOtnOStSu(.|#|)
PÓMROKOTNY	(.|#|)pUmrOkOtn1(.|#|)
PÓMROZK	(.|#|)pUmrOsk(.|#|)
PÓMUCNY	(.|#|)pUmutsn1(.|#|)
PÓMUDROWANJAM	(.|#|)pUmudrOwanjam(.|#|)
PÓMUDROWANJAM	(.|#|)pUmudrowanjam(.|#|)
PÓMUKOWICH	(.|#|)pUmukOwix(.|#|)
PÓMUKOWICH	(.|#|)pUmukowiC(.|#|)
PÓMUWIJOMY	(.|#|)pUmuwijOm1(.|#|)
PÓMUWIJOMY	(.|#|)pUmuwijOmU(.|#|)
PÓMUWIMEJ	(.|#|)pUmuwimej(.|#|)
PÓMUWIMEJ	(.|#|)pUmuw1mej(.|#|)
PÓMUWIŁA	(.|#|)pUmuwiwa(.|#|)
PÓMUWJENJAM	(.|#|)pUmu(j|)Enjam(.|#|)
PÓMUWJONEJ	(.|#|)pUmujOnej(.|#|)
PÓMYCHU	(.|#|)pUm1xu(.|#|)
PÓMYJO	(.|#|)pUm1jO(.|#|)
PÓMYLI	(.|#|)pUm1li(.|#|)
PÓMYSLEŃSKICH	(.|#|)pUm1slEjnskix(.|#|)
PÓMYSLEŃSKICH	(.|#|)pUm1slejnskiC(.|#|)
PÓMYSLIŚ	(.|#|)pUm1sliS(.|#|)
PÓMYSLOWAŚ	(.|#|)pUm1slOwaS(.|#|)
PÓMYSLOWAŚ	(.|#|)pUm1slowaS(.|#|)
PÓMYTYMA	(.|#|)pUm1t1ma(.|#|)
PÓMYWANEJU	(.|#|)pUm1waneju(.|#|)
PÓMYŁA	(.|#|)pUm1wa(.|#|)
PÓMYŁO	(.|#|)pUm1wO(.|#|)
PÓMYŚI	(.|#|)pUm1Si(.|#|)
PÓMYŠTEJ	(.|#|)pUm1Stej(.|#|)
PÓMÓCOWAŚ	(.|#|)pUmUtsOwaS(.|#|)
PÓMÓCOWAŚ	(.|#|)pUmUtsowaS(.|#|)
PÓMÓCUJOTEJ	(.|#|)pUmUtsujOtej(.|#|)
PÓMÓDRIŚ	(.|#|)pUmUdriS(.|#|)
PÓMÓDROJTEGO	(.|#|)pUmUdrOjtEgO(.|#|)
PÓMÓDROJTY	(.|#|)pUmUdrOjt1(.|#|)
PÓMÓDROWATY	(.|#|)pUmUdrOwat1(.|#|)
PÓMÓDROWATY	(.|#|)pUmUdrowat1(.|#|)
PÓMÓDRY	(.|#|)pUmUdr1(.|#|)
PÓMÓLIŚ	(.|#|)pUmUliS(.|#|)
PÓMÓLOWANJE	(.|#|)pUmUlOwan(j|)E(.|#|)
PÓMÓLOWANJE	(.|#|)pUmUlowan(j|)E(.|#|)
PÓMÓLOWANJOW	(.|#|)pUmUlOwanjO(.|#|)
PÓMÓLOWANJOW	(.|#|)pUmUlowanjo(.|#|)
PÓMÓLOWAŚ	(.|#|)pUmUlOwaS(.|#|)
PÓMÓLOWAŚ	(.|#|)pUmUlowaS(.|#|)
PÓMÓLŚO	(.|#|)pUmUlSO(.|#|)
PÓMÓRCTEJ	(.|#|)pUmUrtstej(.|#|)
PÓMÓRKOTANJEJU	(.|#|)pUmUrkOtan(j|)eju(.|#|)
PÓMĚCHMEJ	(.|#|)pUmjiCmej(.|#|)
PÓMĚJTEJ	(.|#|)pUmjijtej(.|#|)
PÓMĚJTEJ	(.|#|)pUmejtej(.|#|)
PÓMĚKOWANJACH	(.|#|)pUmjikOwanjax(.|#|)
PÓMĚKOWANJACH	(.|#|)pUmjikowanjax(.|#|)
PÓMĚLI	(.|#|)pUmjili(.|#|)
PÓMĚRJENJACH	(.|#|)pUmjir(j|)Enjax(.|#|)
PÓMĚRNY	(.|#|)pUmjirn1(.|#|)
PÓMĚSENI	(.|#|)pUmjisEni(.|#|)
PÓMĚSUJŚO	(.|#|)pUmjisujSO(.|#|)
PÓMĚTEJE	(.|#|)pUmjitejE(.|#|)
PÓMĚŁEJ	(.|#|)pUmjiwej(.|#|)
PÓMĚŔ	(.|#|)pUmjir(.|#|)
PÓMĚŔTEJ	(.|#|)pUmjirtej(.|#|)
PÓMĚŚ	(.|#|)pUmjiS(.|#|)
PÓMĚŚI	(.|#|)pUmjiSi(.|#|)
PÓMĚŚOMA	(.|#|)pUmjiSOma(.|#|)
PÓMĚŠANEJE	(.|#|)pUmjiSanejE(.|#|)
PÓMĚŠAŚ	(.|#|)pUmjiSaS(.|#|)
PÓMĚŠTEJ	(.|#|)pUmjiStej(.|#|)
PÓMŁOŚIJOMY	(.|#|)pUmwOSijOm1(.|#|)
PÓMŁOŚIJOMY	(.|#|)pUmwOSijOmU(.|#|)
PÓN	(.|#|)pUn(.|#|)
PÓN	(.|#|)pUjn(.|#|)
PÓNAJMANJU	(.|#|)pUnajmanju(.|#|)
PÓNAJMAŚ	(.|#|)pUnajmaS(.|#|)
PÓNAJMOWAŚ	(.|#|)pUnajmOwaS(.|#|)
PÓNAJMOWAŚ	(.|#|)pUnajmowaS(.|#|)
PÓNAMAŽOTEJ	(.|#|)pUnamaZOtej(.|#|)
PÓNAMŠAM	(.|#|)pUnamSam(.|#|)
PÓNAMŠAŔ	(.|#|)pUnamSar(.|#|)
PÓNANKOMA	(.|#|)pUnankOma(.|#|)
PÓNANKOMA	(.|#|)pUnankUma(.|#|)
PÓNAPINAJMEJ	(.|#|)pUnapinajmej(.|#|)
PÓNAPITY	(.|#|)pUnapit1(.|#|)
PÓNAZDALA	(.|#|)pUnazdala(.|#|)
PÓNIKLOWAŚ	(.|#|)pUniklOwaS(.|#|)
PÓNIKLOWAŚ	(.|#|)pUniklowaS(.|#|)
PÓNIKLUJUCEM	(.|#|)pUniklujutsEm(.|#|)
PÓNIMCOWANJOMA	(.|#|)pUnimtsOwanjOma(.|#|)
PÓNIMCOWANJOMA	(.|#|)pUnimtsowanjOma(.|#|)
PÓNIMCUJOMY	(.|#|)pUnimtsujOm1(.|#|)
PÓNIMCUJOMY	(.|#|)pUnimtsujOmU(.|#|)
PÓNISKO	(.|#|)pUniskO(.|#|)
PÓNIŹECY	(.|#|)pUniZEts1(.|#|)
PÓNIŽAJMY	(.|#|)pUniZajm1(.|#|)
PÓNIŽAJMY	(.|#|)pUniZajmU(.|#|)
PÓNIŽAMEJ	(.|#|)pUniZamej(.|#|)
PÓNIŽANU	(.|#|)pUniZanu(.|#|)
PÓNIŽAT	(.|#|)pUniZat(.|#|)
PÓNIŽAŚ	(.|#|)pUniZaS(.|#|)
PÓNIŽECEM	(.|#|)pUniZEtsEm(.|#|)
PÓNIŽNA	(.|#|)pUniZna(.|#|)
PÓNIŽNJE	(.|#|)pUniZn(j|)E(.|#|)
PÓNIŽNOSĆ	(.|#|)pUniZnOstS(.|#|)
PÓNIŽNOSĆ	(.|#|)pUniZnOStS(.|#|)
PÓNIŽNOSĆACH	(.|#|)pUniZnOstSax(.|#|)
PÓNIŽNOSĆACH	(.|#|)pUniZnOStSax(.|#|)
PÓNIŽNY	(.|#|)pUniZn1(.|#|)
PÓNIŽONY	(.|#|)pUniZOn1(.|#|)
PÓNIŽONY	(.|#|)pUniZUn1(.|#|)
PÓNIŽOWAŚ	(.|#|)pUniZOwaS(.|#|)
PÓNIŽOWAŚ	(.|#|)pUniZowaS(.|#|)
PÓNIŽUJUCEGO	(.|#|)pUniZujutsEgO(.|#|)
PÓNIŽYŚ	(.|#|)pUniZ1S(.|#|)
PÓNJASOTEJ	(.|#|)pUnjasOtej(.|#|)
PÓNJEDOBRYCH	(.|#|)pUn(j|)EdObr1x(.|#|)
PÓNJESTROWY	(.|#|)pUn(j|)EstrOw1(.|#|)
PÓNJESTROWY	(.|#|)pUn(j|)Estrow1(.|#|)
PÓNJEŹELA	(.|#|)pUn(j|)EZEla(.|#|)
PÓNJEŹELE	(.|#|)pUn(j|)EZElE(.|#|)
PÓNJEŹELEJU	(.|#|)pUn(j|)EZEleju(.|#|)
PÓNJEŹELSKI	(.|#|)pUn(j|)EZElski(.|#|)
PÓNOS	(.|#|)pUnOs(.|#|)
PÓNOSK	(.|#|)pUnOsk(.|#|)
PÓNOWIŚ	(.|#|)pUnOwiS(.|#|)
PÓNOWIŚ	(.|#|)pUnowiS(.|#|)
PÓNOWJAŚ	(.|#|)pUnOujaS(.|#|)
PÓNOWJAŚ	(.|#|)pUnoujaS(.|#|)
PÓNOWJENJE	(.|#|)pUnOu(j|)En(j|)E(.|#|)
PÓNOWJENJE	(.|#|)pUnou(j|)En(j|)E(.|#|)
PÓNOWJUJŚO	(.|#|)pUnOujujSO(.|#|)
PÓNOWJUJŚO	(.|#|)pUnoujujSO(.|#|)
PÓNOWŚO	(.|#|)pUnOuSO(.|#|)
PÓNOWŚO	(.|#|)pUnouSO(.|#|)
PÓNOŽYJA	(.|#|)pUnOZ1ja(.|#|)
PÓNOŽYJE	(.|#|)pUnOZ1jE(.|#|)
PÓNUCHANI	(.|#|)pUnuxani(.|#|)
PÓNUCHAŁEJ	(.|#|)pUnuxawej(.|#|)
PÓNUCHAŚ	(.|#|)pUnuxaS(.|#|)
PÓNUKANIM	(.|#|)pUnukanim(.|#|)
PÓNURJONA	(.|#|)pUnurjOna(.|#|)
PÓNUTŚIKACH	(.|#|)pUnutSikax(.|#|)
PÓNUZLENJOMA	(.|#|)pUnuzlEnjOma(.|#|)
PÓNUŔ	(.|#|)pUnur(.|#|)
PÓNUŹIJOŠ	(.|#|)pUnuZijOS(.|#|)
PÓNĚCOM	(.|#|)pUnjitsOm(.|#|)
PÓNĚGAJSKI	(.|#|)pUnjigajski(.|#|)
PÓNĚGAJŠNY	(.|#|)pUnjigajSn1(.|#|)
PÓNĚGAJŠNYCH	(.|#|)pUnjigajSn1x(.|#|)
PÓPACENJEJU	(.|#|)pUpatsEn(j|)eju(.|#|)
PÓPADANJE	(.|#|)pUpadan(j|)E(.|#|)
PÓPADAŚ	(.|#|)pUpadaS(.|#|)
PÓPADNJENJE	(.|#|)pUpadn(j|)En(j|)E(.|#|)
PÓPADNJONY	(.|#|)pUpadnjOn1(.|#|)
PÓPADNUŚ	(.|#|)pUpadnuS(.|#|)
PÓPADOWAŚ	(.|#|)pUpadOwaS(.|#|)
PÓPADOWAŚ	(.|#|)pUpadowaS(.|#|)
PÓPALTEJ	(.|#|)pUpaltej(.|#|)
PÓPARIJO	(.|#|)pUparijO(.|#|)
PÓPARIŚ	(.|#|)pUpariS(.|#|)
PÓPARJOWAŚ	(.|#|)pUparjOwaS(.|#|)
PÓPARJOWAŚ	(.|#|)pUparjowaS(.|#|)
PÓPASMEJ	(.|#|)pUpasmej(.|#|)
PÓPASĆ	(.|#|)pUpastS(.|#|)
PÓPAŔ	(.|#|)pUpar(.|#|)
PÓPAŹE	(.|#|)pUpaZE(.|#|)
PÓPICHMY	(.|#|)pUpixm1(.|#|)
PÓPICHMY	(.|#|)pUpiCmU(.|#|)
PÓPIJ	(.|#|)pUpi(.|#|)
PÓPILI	(.|#|)pUpili(.|#|)
PÓPISANJE	(.|#|)pUpisan(j|)E(.|#|)
PÓPISAŃSKI	(.|#|)pUpisajnski(.|#|)
PÓPISAŚ	(.|#|)pUpisaS(.|#|)
PÓPISOWANJE	(.|#|)pUpisOwan(j|)E(.|#|)
PÓPISOWANJE	(.|#|)pUpisowan(j|)E(.|#|)
PÓPISOWANY	(.|#|)pUpisOwan1(.|#|)
PÓPISOWANY	(.|#|)pUpisowan1(.|#|)
PÓPISOWAŚ	(.|#|)pUpisOwaS(.|#|)
PÓPISOWAŚ	(.|#|)pUpisowaS(.|#|)
PÓPITY	(.|#|)pUpit1(.|#|)
PÓPIŁEJ	(.|#|)pUpiwej(.|#|)
PÓPIŚACH	(.|#|)pUpiSax(.|#|)
PÓPIŠ	(.|#|)pUpiS(.|#|)
PÓPJAC	(.|#|)pUpjats(.|#|)
PÓPJACENJOW	(.|#|)pUpjatsEnjO(.|#|)
PÓPJACENJOW	(.|#|)pUpjatsEnjo(.|#|)
PÓPJAKOWAŚ	(.|#|)pUpjakOwaS(.|#|)
PÓPJAKOWAŚ	(.|#|)pUpjakowaS(.|#|)
PÓPJAKŁEJ	(.|#|)pUpjakwej(.|#|)
PÓPJEPRJONYM	(.|#|)pUpjEprjOn1m(.|#|)
PÓPJERŠMY	(.|#|)pUpjErSm1(.|#|)
PÓPJERŠMY	(.|#|)pUpjErSmU(.|#|)
PÓPJERŠYCHMY	(.|#|)pUpjErS1xm1(.|#|)
PÓPJERŠYCHMY	(.|#|)pUpjErS1xmU(.|#|)
PÓPLANDRIŚ	(.|#|)pUplandriS(.|#|)
PÓPLANDRJONEJU	(.|#|)pUplandrjOneju(.|#|)
PÓPLAPOTAŚ	(.|#|)pUplapOtaS(.|#|)
PÓPLAŃŚAJOMEJ	(.|#|)pUplajnSajOmej(.|#|)
PÓPLAŃŚAŚ	(.|#|)pUplajnSaS(.|#|)
PÓPLĚŁO	(.|#|)pUpljiwO(.|#|)
PÓPLĚŚ	(.|#|)pUpljiS(.|#|)
PÓPNIMY	(.|#|)pUpnim1(.|#|)
PÓPNIMY	(.|#|)pUpnimU(.|#|)
PÓPNJO	(.|#|)pUpnjO(.|#|)
PÓPNU	(.|#|)pUpnu(.|#|)
PÓPOLĚROWAŚ	(.|#|)pUpOljirOwaS(.|#|)
PÓPOLĚROWAŚ	(.|#|)pUpOljirowaS(.|#|)
PÓPOLĚRUJOŠ	(.|#|)pUpOljirujOS(.|#|)
PÓPOMINOWAŚ	(.|#|)pUpOminOwaS(.|#|)
PÓPOMINOWAŚ	(.|#|)pUpOminowaS(.|#|)
PÓPOMOGAJO	(.|#|)pUpOmOgajO(.|#|)
PÓPOMOGAŚ	(.|#|)pUpOmOgaS(.|#|)
PÓPOWJESAŚ	(.|#|)pUpOu(j|)EsaS(.|#|)
PÓPOWJESAŚ	(.|#|)pUpou(j|)EsaS(.|#|)
PÓPOWĚDAŚ	(.|#|)pUpOujidaS(.|#|)
PÓPOWĚDAŚ	(.|#|)pUpoujidaS(.|#|)
PÓPOŁNY	(.|#|)pUpOun1(.|#|)
PÓPOŁNY	(.|#|)pUpoun1(.|#|)
PÓPOŁNYM	(.|#|)pUpOun1m(.|#|)
PÓPOŁNYM	(.|#|)pUpoun1m(.|#|)
PÓPRASKANJE	(.|#|)pUpraskan(j|)E(.|#|)
PÓPRJATKOWAŚ	(.|#|)pUprjatkOwaS(.|#|)
PÓPRJATKOWAŚ	(.|#|)pUprjatkowaS(.|#|)
PÓPRJATKUJ	(.|#|)pUprjatkuj(.|#|)
PÓPROLOWA	(.|#|)pUprOlOwa(.|#|)
PÓPROLOWA	(.|#|)pUprOlowa(.|#|)
PÓPROLOWAŚ	(.|#|)pUprOlOwaS(.|#|)
PÓPROLOWAŚ	(.|#|)pUprOlowaS(.|#|)
PÓPROZNEM	(.|#|)pUprOznEm(.|#|)
PÓPROZNY	(.|#|)pUprOzn1(.|#|)
PÓPROŠMY	(.|#|)pUprOSm1(.|#|)
PÓPROŠMY	(.|#|)pUprOSmU(.|#|)
PÓPROŠONY	(.|#|)pUprOSOn1(.|#|)
PÓPRĚCNEJE	(.|#|)pUprjitsnejE(.|#|)
PÓPRĚCNY	(.|#|)pUprjitsn1(.|#|)
PÓPUDROWANU	(.|#|)pUpudrOwanu(.|#|)
PÓPUDROWANU	(.|#|)pUpudrowanu(.|#|)
PÓPUDROWANY	(.|#|)pUpudrOwan1(.|#|)
PÓPUDROWANY	(.|#|)pUpudrowan1(.|#|)
PÓPUDROWAŚ	(.|#|)pUpudrOwaS(.|#|)
PÓPUDROWAŚ	(.|#|)pUpudrowaS(.|#|)
PÓPUŠĆANJE	(.|#|)pUpuStSan(j|)E(.|#|)
PÓPUŠĆATOSĆ	(.|#|)pUpuStSatOstS(.|#|)
PÓPUŠĆATOSĆ	(.|#|)pUpuStSatOStS(.|#|)
PÓPUŠĆATOSĆAMI	(.|#|)pUpuStSatOstSami(.|#|)
PÓPUŠĆATOSĆAMI	(.|#|)pUpuStSatOStSami(.|#|)
PÓPUŠĆAŚ	(.|#|)pUpuStSaS(.|#|)
PÓPUŠĆENJE	(.|#|)pUpuStSEn(j|)E(.|#|)
